id,name,cx,cy,w,h,class_id,anchor_id
3534,VOC2012/Annotations/2008_007147.xml,0.66,0.582,0.2693333333333333,0.744,14,0
3534,VOC2012/Annotations/2008_007147.xml,0.34933333333333333,0.54,0.39466666666666667,0.824,14,2
3535,VOC2012/Annotations/2008_007151.xml,0.524,0.4733893557422969,0.724,0.7226890756302521,7,2
3536,VOC2012/Annotations/2008_007156.xml,0.516,0.5865921787709497,0.612,0.40782122905027934,3,1
3537,VOC2012/Annotations/2008_007161.xml,0.5,0.4648648648648649,0.872,0.4648648648648649,0,2
3538,VOC2012/Annotations/2008_007163.xml,0.724,0.638,0.552,0.492,11,1
3538,VOC2012/Annotations/2008_007163.xml,0.42133333333333334,0.466,0.72,0.78,14,2
3539,VOC2012/Annotations/2008_007164.xml,0.674,0.6789940828402367,0.12,0.4230769230769231,7,4
3540,VOC2012/Annotations/2008_007165.xml,0.494,0.72,0.26,0.29333333333333333,7,0
3540,VOC2012/Annotations/2008_007165.xml,0.534,0.316,0.1,0.12533333333333332,7,3
3540,VOC2012/Annotations/2008_007165.xml,0.31,0.592,0.316,0.19733333333333333,7,4
3541,VOC2012/Annotations/2008_007166.xml,0.937,0.6453333333333333,0.126,0.2613333333333333,8,4
3541,VOC2012/Annotations/2008_007166.xml,0.845,0.6733333333333333,0.15,0.27466666666666667,8,4
3541,VOC2012/Annotations/2008_007166.xml,0.875,0.648,0.25,0.21866666666666668,10,4
3542,VOC2012/Annotations/2008_007167.xml,0.662,0.5725075528700906,0.5,0.35347432024169184,6,1
3543,VOC2012/Annotations/2008_007168.xml,0.244,0.7826666666666666,0.12,0.43466666666666665,4,4
3543,VOC2012/Annotations/2008_007168.xml,0.037,0.8053333333333333,0.07,0.3893333333333333,4,3
3543,VOC2012/Annotations/2008_007168.xml,0.72,0.4573333333333333,0.228,0.7386666666666667,14,0
3543,VOC2012/Annotations/2008_007168.xml,0.433,0.584,0.338,0.6293333333333333,14,0
3544,VOC2012/Annotations/2008_007169.xml,0.648,0.806,0.45866666666666667,0.288,11,1
3544,VOC2012/Annotations/2008_007169.xml,0.28,0.482,0.368,0.528,14,0
3544,VOC2012/Annotations/2008_007169.xml,0.568,0.417,0.192,0.346,14,4
3544,VOC2012/Annotations/2008_007169.xml,0.7133333333333334,0.523,0.5733333333333334,0.234,17,1
3544,VOC2012/Annotations/2008_007169.xml,0.068,0.443,0.13066666666666665,0.166,8,4
3544,VOC2012/Annotations/2008_007169.xml,0.4106666666666667,0.814,0.816,0.372,8,1
3545,VOC2012/Annotations/2008_007171.xml,0.44,0.5533333333333333,0.572,0.47733333333333333,6,1
3545,VOC2012/Annotations/2008_007171.xml,0.042,0.22533333333333333,0.076,0.17866666666666667,14,3
3546,VOC2012/Annotations/2008_007176.xml,0.512,0.43733333333333335,0.676,0.43733333333333335,7,2
3547,VOC2012/Annotations/2008_007179.xml,0.2761904761904762,0.7476190476190476,0.1523809523809524,0.15555555555555556,1,4
3547,VOC2012/Annotations/2008_007179.xml,0.8202380952380952,0.7015873015873015,0.05952380952380952,0.08888888888888889,6,3
3548,VOC2012/Annotations/2008_007181.xml,0.499,0.7573333333333333,0.534,0.48533333333333334,13,1
3548,VOC2012/Annotations/2008_007181.xml,0.873,0.856,0.166,0.13333333333333333,6,4
3548,VOC2012/Annotations/2008_007181.xml,0.16,0.7373333333333333,0.12,0.136,13,3
3548,VOC2012/Annotations/2008_007181.xml,0.131,0.6986666666666667,0.066,0.176,14,3
3548,VOC2012/Annotations/2008_007181.xml,0.545,0.36666666666666664,0.434,0.728,14,2
3549,VOC2012/Annotations/2008_007182.xml,0.501,0.6786666666666666,0.998,0.6426666666666667,17,2
3549,VOC2012/Annotations/2008_007182.xml,0.567,0.6266666666666667,0.842,0.48,14,2
3550,VOC2012/Annotations/2008_007184.xml,0.154,0.6351351351351351,0.148,0.1831831831831832,13,4
3550,VOC2012/Annotations/2008_007184.xml,0.482,0.466966966966967,0.152,0.22522522522522523,13,4
3550,VOC2012/Annotations/2008_007184.xml,0.157,0.5645645645645646,0.098,0.3183183183183183,14,4
3550,VOC2012/Annotations/2008_007184.xml,0.483,0.3813813813813814,0.082,0.24024024024024024,14,4
3551,VOC2012/Annotations/2008_007185.xml,0.631,0.6020710059171598,0.738,0.4171597633136095,18,2
3551,VOC2012/Annotations/2008_007185.xml,0.606,0.5591715976331361,0.096,0.23668639053254437,14,4
3551,VOC2012/Annotations/2008_007185.xml,0.959,0.6109467455621301,0.082,0.23964497041420119,14,4
3551,VOC2012/Annotations/2008_007185.xml,0.825,0.6183431952662722,0.118,0.21893491124260356,14,4
3551,VOC2012/Annotations/2008_007185.xml,0.859,0.6153846153846154,0.114,0.23668639053254437,14,4
3552,VOC2012/Annotations/2008_007187.xml,0.5307692307692308,0.6945244956772334,0.8564102564102564,0.547550432276657,7,2
3552,VOC2012/Annotations/2008_007187.xml,0.4987179487179487,0.33429394812680113,0.9205128205128205,0.5821325648414986,11,2
3553,VOC2012/Annotations/2008_007188.xml,0.543,0.5705705705705706,0.11,0.33633633633633636,2,4
3554,VOC2012/Annotations/2008_007189.xml,0.621,0.5075075075075075,0.214,0.15015015015015015,18,4
3555,VOC2012/Annotations/2008_007190.xml,0.5457317073170732,0.652,0.5060975609756098,0.52,13,1
3555,VOC2012/Annotations/2008_007190.xml,0.5609756097560976,0.503,0.4573170731707317,0.61,14,2
3556,VOC2012/Annotations/2008_007194.xml,0.212,0.5346666666666666,0.26,0.5946666666666667,8,0
3556,VOC2012/Annotations/2008_007194.xml,0.546,0.5466666666666666,0.256,0.6026666666666667,8,0
3556,VOC2012/Annotations/2008_007194.xml,0.844,0.5226666666666666,0.268,0.576,8,0
3557,VOC2012/Annotations/2008_007195.xml,0.601,0.4706666666666667,0.798,0.648,0,2
3557,VOC2012/Annotations/2008_007195.xml,0.632,0.6746666666666666,0.48,0.6506666666666666,14,2
3557,VOC2012/Annotations/2008_007195.xml,0.073,0.8626666666666667,0.142,0.18933333333333333,6,4
3558,VOC2012/Annotations/2008_007196.xml,0.24133333333333334,0.632,0.47733333333333333,0.524,19,1
3558,VOC2012/Annotations/2008_007196.xml,0.7706666666666667,0.18,0.45866666666666667,0.356,19,1
3558,VOC2012/Annotations/2008_007196.xml,0.708,0.421,0.47733333333333333,0.31,19,1
3559,VOC2012/Annotations/2008_007197.xml,0.961,0.7826666666666666,0.078,0.09866666666666667,6,3
3560,VOC2012/Annotations/2008_007201.xml,0.597,0.5013333333333333,0.806,0.9973333333333333,18,2
3561,VOC2012/Annotations/2008_007205.xml,0.145,0.5986666666666667,0.174,0.4026666666666667,2,0
3561,VOC2012/Annotations/2008_007205.xml,0.699,0.416,0.538,0.608,2,2
3561,VOC2012/Annotations/2008_007205.xml,0.467,0.5266666666666666,0.402,0.5306666666666666,2,0
3561,VOC2012/Annotations/2008_007205.xml,0.343,0.6386666666666667,0.142,0.31733333333333336,2,4
3562,VOC2012/Annotations/2008_007207.xml,0.4201388888888889,0.3932291666666667,0.625,0.7135416666666666,14,2
3563,VOC2012/Annotations/2008_007208.xml,0.5546666666666666,0.489,0.432,0.242,11,1
3564,VOC2012/Annotations/2008_007211.xml,0.481,0.42,0.738,0.392,0,1
3565,VOC2012/Annotations/2008_007214.xml,0.453125,0.5381944444444444,0.8380681818181818,0.5555555555555556,6,2
3566,VOC2012/Annotations/2008_007216.xml,0.5266666666666666,0.369,0.5946666666666667,0.522,7,2
3567,VOC2012/Annotations/2008_007217.xml,0.23,0.584,0.456,0.832,19,2
3568,VOC2012/Annotations/2008_007218.xml,0.501,0.6213333333333333,0.998,0.6773333333333333,17,2
3568,VOC2012/Annotations/2008_007218.xml,0.185,0.6026666666666667,0.366,0.7946666666666666,14,2
3568,VOC2012/Annotations/2008_007218.xml,0.451,0.6026666666666667,0.258,0.7946666666666666,14,0
3568,VOC2012/Annotations/2008_007218.xml,0.618,0.608,0.2,0.784,14,0
3568,VOC2012/Annotations/2008_007218.xml,0.798,0.6413333333333333,0.304,0.7173333333333334,14,0
3569,VOC2012/Annotations/2008_007219.xml,0.277,0.404,0.178,0.3973333333333333,4,0
3569,VOC2012/Annotations/2008_007219.xml,0.622,0.5013333333333333,0.756,0.9973333333333333,14,2
3570,VOC2012/Annotations/2008_007221.xml,0.962,0.2987987987987988,0.044,0.03903903903903904,6,3
3570,VOC2012/Annotations/2008_007221.xml,0.921,0.30180180180180183,0.058,0.04504504504504504,6,3
3570,VOC2012/Annotations/2008_007221.xml,0.761,0.32882882882882886,0.122,0.08708708708708708,6,3
3570,VOC2012/Annotations/2008_007221.xml,0.668,0.3108108108108108,0.12,0.06906906906906907,6,3
3570,VOC2012/Annotations/2008_007221.xml,0.243,0.34984984984984985,0.274,0.15915915915915915,6,4
3570,VOC2012/Annotations/2008_007221.xml,0.859,0.34384384384384387,0.118,0.0990990990990991,6,3
3570,VOC2012/Annotations/2008_007221.xml,0.939,0.38738738738738737,0.122,0.14414414414414414,6,3
3570,VOC2012/Annotations/2008_007221.xml,0.545,0.503003003003003,0.606,0.37537537537537535,6,1
3571,VOC2012/Annotations/2008_007222.xml,0.44,0.47877358490566035,0.292,0.6745283018867925,14,0
3571,VOC2012/Annotations/2008_007222.xml,0.434,0.7040094339622641,0.364,0.5636792452830188,1,0
3572,VOC2012/Annotations/2008_007223.xml,0.655,0.7413333333333333,0.25,0.4533333333333333,15,0
3572,VOC2012/Annotations/2008_007223.xml,0.441,0.7586666666666667,0.306,0.4826666666666667,8,0
3572,VOC2012/Annotations/2008_007223.xml,0.482,0.6733333333333333,0.4,0.6533333333333333,14,2
3573,VOC2012/Annotations/2008_007225.xml,0.076,0.884,0.148,0.07733333333333334,6,3
3573,VOC2012/Annotations/2008_007225.xml,0.282,0.88,0.024,0.10133333333333333,14,3
3573,VOC2012/Annotations/2008_007225.xml,0.38,0.8893333333333333,0.028,0.12,14,3
3573,VOC2012/Annotations/2008_007225.xml,0.878,0.896,0.036,0.112,14,3
3573,VOC2012/Annotations/2008_007225.xml,0.152,0.8826666666666667,0.036,0.10666666666666667,14,3
3573,VOC2012/Annotations/2008_007225.xml,0.422,0.9,0.036,0.11466666666666667,14,3
3574,VOC2012/Annotations/2008_007226.xml,0.504,0.673,0.7573333333333333,0.626,15,2
3575,VOC2012/Annotations/2008_007227.xml,0.4925531914893617,0.459,0.12978723404255318,0.078,6,3
3576,VOC2012/Annotations/2008_007229.xml,0.449,0.5030120481927711,0.858,0.43373493975903615,0,2
3577,VOC2012/Annotations/2008_007231.xml,0.488,0.759,0.9706666666666667,0.482,18,2
3578,VOC2012/Annotations/2008_007236.xml,0.533,0.4774774774774775,0.502,0.948948948948949,11,2
3579,VOC2012/Annotations/2008_007237.xml,0.509,0.5255255255255256,0.106,0.25825825825825827,12,4
3579,VOC2012/Annotations/2008_007237.xml,0.182,0.5375375375375375,0.108,0.15015015015015015,12,3
3579,VOC2012/Annotations/2008_007237.xml,0.112,0.5285285285285285,0.036,0.12012012012012012,14,3
3580,VOC2012/Annotations/2008_007239.xml,0.41784037558685444,0.453,0.6525821596244131,0.754,7,2
3581,VOC2012/Annotations/2008_007241.xml,0.647,0.37466666666666665,0.706,0.744,6,2
3581,VOC2012/Annotations/2008_007241.xml,0.477,0.5133333333333333,0.55,0.904,13,2
3582,VOC2012/Annotations/2008_007242.xml,0.311,0.17466666666666666,0.298,0.248,19,4
3582,VOC2012/Annotations/2008_007242.xml,0.827,0.5973333333333334,0.346,0.6933333333333334,14,0
3582,VOC2012/Annotations/2008_007242.xml,0.522,0.5026666666666667,0.412,0.6586666666666666,14,2
3582,VOC2012/Annotations/2008_007242.xml,0.106,0.6346666666666667,0.208,0.7306666666666667,14,0
3583,VOC2012/Annotations/2008_007245.xml,0.657,0.3225,0.246,0.225,16,4
3584,VOC2012/Annotations/2008_007246.xml,0.184,0.6981981981981982,0.228,0.24924924924924924,19,4
3584,VOC2012/Annotations/2008_007246.xml,0.588,0.6651651651651652,0.208,0.2552552552552553,19,4
3584,VOC2012/Annotations/2008_007246.xml,0.438,0.5705705705705706,0.124,0.17417417417417416,19,4
3584,VOC2012/Annotations/2008_007246.xml,0.193,0.5495495495495496,0.134,0.1021021021021021,19,3
3584,VOC2012/Annotations/2008_007246.xml,0.293,0.466966966966967,0.074,0.0990990990990991,19,3
3584,VOC2012/Annotations/2008_007246.xml,0.359,0.5165165165165165,0.09,0.12012012012012012,19,3
3584,VOC2012/Annotations/2008_007246.xml,0.553,0.46846846846846846,0.07,0.08408408408408409,19,3
3584,VOC2012/Annotations/2008_007246.xml,0.659,0.487987987987988,0.094,0.10510510510510511,19,3
3584,VOC2012/Annotations/2008_007246.xml,0.802,0.5180180180180181,0.136,0.13513513513513514,19,4
3584,VOC2012/Annotations/2008_007246.xml,0.902,0.46546546546546547,0.088,0.09009009009009009,19,3
3584,VOC2012/Annotations/2008_007246.xml,0.943,0.506006006006006,0.114,0.12312312312312312,19,3
3584,VOC2012/Annotations/2008_007246.xml,0.869,0.7177177177177178,0.15,0.34234234234234234,8,4
3585,VOC2012/Annotations/2008_007247.xml,0.49591280653950953,0.506,0.8555858310626703,0.844,18,2
3585,VOC2012/Annotations/2008_007247.xml,0.9509536784741145,0.728,0.05449591280653951,0.176,14,3
3585,VOC2012/Annotations/2008_007247.xml,0.05040871934604905,0.75,0.09536784741144415,0.224,14,4
3586,VOC2012/Annotations/2008_007250.xml,0.334,0.4853723404255319,0.292,0.5664893617021277,2,0
3586,VOC2012/Annotations/2008_007250.xml,0.652,0.848404255319149,0.148,0.30319148936170215,2,4
3587,VOC2012/Annotations/2008_007252.xml,0.826,0.5666666666666667,0.132,0.08266666666666667,3,3
3588,VOC2012/Annotations/2008_007254.xml,0.48933333333333334,0.707,0.52,0.586,14,2
3588,VOC2012/Annotations/2008_007254.xml,0.5053333333333333,0.514,0.9893333333333333,0.856,5,2
3589,VOC2012/Annotations/2008_007256.xml,0.605,0.5013333333333333,0.79,0.9973333333333333,7,2
3590,VOC2012/Annotations/2008_007260.xml,0.501,0.676,0.998,0.648,7,2
3591,VOC2012/Annotations/2008_007261.xml,0.501,0.5786666666666667,0.998,0.8426666666666667,10,2
3591,VOC2012/Annotations/2008_007261.xml,0.364,0.4693333333333333,0.104,0.448,4,4
3592,VOC2012/Annotations/2008_007264.xml,0.501,0.524,0.814,0.7973333333333333,13,2
3592,VOC2012/Annotations/2008_007264.xml,0.637,0.252,0.49,0.328,6,1
3593,VOC2012/Annotations/2008_007265.xml,0.47297297297297297,0.528,0.933933933933934,0.752,1,2
3594,VOC2012/Annotations/2008_007266.xml,0.526,0.48533333333333334,0.444,0.29333333333333333,2,1
3595,VOC2012/Annotations/2008_007269.xml,0.487,0.5432692307692307,0.87,0.7083333333333334,7,2
3596,VOC2012/Annotations/2008_007273.xml,0.315,0.552,0.626,0.496,9,2
3596,VOC2012/Annotations/2008_007273.xml,0.674,0.6066666666666667,0.168,0.09866666666666667,9,4
3597,VOC2012/Annotations/2008_007274.xml,0.501,0.5013333333333333,0.998,0.9973333333333333,11,2
3598,VOC2012/Annotations/2008_007277.xml,0.419,0.5255255255255256,0.29,0.2882882882882883,12,1
3598,VOC2012/Annotations/2008_007277.xml,0.413,0.43543543543543545,0.054,0.26426426426426425,14,3
3599,VOC2012/Annotations/2008_007279.xml,0.562,0.5573333333333333,0.616,0.768,11,2
3600,VOC2012/Annotations/2008_007280.xml,0.89,0.695,0.22,0.61,14,0
3600,VOC2012/Annotations/2008_007280.xml,0.409,0.50125,0.814,0.9975,18,2
3601,VOC2012/Annotations/2008_007281.xml,0.704,0.552,0.216,0.37866666666666665,8,0
3601,VOC2012/Annotations/2008_007281.xml,0.826,0.5,0.06,0.22666666666666666,19,3
3601,VOC2012/Annotations/2008_007281.xml,0.469,0.6306666666666667,0.43,0.488,14,1
3601,VOC2012/Annotations/2008_007281.xml,0.831,0.25066666666666665,0.238,0.23466666666666666,15,4
3601,VOC2012/Annotations/2008_007281.xml,0.539,0.22,0.086,0.072,15,3
3602,VOC2012/Annotations/2008_007282.xml,0.644,0.7834224598930482,0.34,0.24064171122994651,17,1
3602,VOC2012/Annotations/2008_007282.xml,0.185,0.6844919786096256,0.114,0.12834224598930483,19,3
3603,VOC2012/Annotations/2008_007285.xml,0.577,0.6651651651651652,0.846,0.6696696696696697,17,2
3603,VOC2012/Annotations/2008_007285.xml,0.54,0.6081081081081081,0.376,0.7837837837837838,14,2
3604,VOC2012/Annotations/2008_007286.xml,0.39,0.7318059299191375,0.272,0.5363881401617251,11,0
3604,VOC2012/Annotations/2008_007286.xml,0.832,0.5013477088948787,0.336,0.9973045822102425,14,2
3604,VOC2012/Annotations/2008_007286.xml,0.288,0.1307277628032345,0.088,0.23450134770889489,4,4
3605,VOC2012/Annotations/2008_007287.xml,0.34,0.18,0.172,0.3546666666666667,8,4
3605,VOC2012/Annotations/2008_007287.xml,0.308,0.772,0.6,0.456,8,1
3605,VOC2012/Annotations/2008_007287.xml,0.151,0.7253333333333334,0.298,0.5493333333333333,8,0
3605,VOC2012/Annotations/2008_007287.xml,0.654,0.7493333333333333,0.32,0.5013333333333333,8,0
3605,VOC2012/Annotations/2008_007287.xml,0.811,0.6813333333333333,0.25,0.488,8,0
3605,VOC2012/Annotations/2008_007287.xml,0.899,0.508,0.13,0.25866666666666666,8,4
3605,VOC2012/Annotations/2008_007287.xml,0.697,0.3413333333333333,0.266,0.31466666666666665,8,0
3605,VOC2012/Annotations/2008_007287.xml,0.492,0.44133333333333336,0.292,0.38666666666666666,8,0
3605,VOC2012/Annotations/2008_007287.xml,0.344,0.37866666666666665,0.236,0.336,8,0
3606,VOC2012/Annotations/2008_007289.xml,0.454,0.44666666666666666,0.608,0.6586666666666666,7,2
3606,VOC2012/Annotations/2008_007289.xml,0.543,0.18666666666666668,0.582,0.368,7,1
3607,VOC2012/Annotations/2008_007291.xml,0.392,0.7719298245614035,0.464,0.45614035087719296,10,1
3607,VOC2012/Annotations/2008_007291.xml,0.739,0.8421052631578947,0.306,0.3157894736842105,8,1
3607,VOC2012/Annotations/2008_007291.xml,0.125,0.7865497076023392,0.246,0.4269005847953216,8,0
3607,VOC2012/Annotations/2008_007291.xml,0.148,0.6505847953216374,0.26,0.652046783625731,14,0
3607,VOC2012/Annotations/2008_007291.xml,0.389,0.4269005847953216,0.182,0.27485380116959063,14,4
3607,VOC2012/Annotations/2008_007291.xml,0.598,0.5131578947368421,0.22,0.48830409356725146,14,0
3607,VOC2012/Annotations/2008_007291.xml,0.629,0.685672514619883,0.49,0.6286549707602339,14,2
3608,VOC2012/Annotations/2008_007293.xml,0.536,0.546,0.928,0.908,14,2
3608,VOC2012/Annotations/2008_007293.xml,0.7666666666666667,0.776,0.4666666666666667,0.448,8,1
3609,VOC2012/Annotations/2008_007295.xml,0.471,0.6216216216216216,0.074,0.27627627627627627,11,3
3609,VOC2012/Annotations/2008_007295.xml,0.188,0.6741741741741741,0.188,0.14714714714714713,6,4
3610,VOC2012/Annotations/2008_007298.xml,0.23866666666666667,0.879,0.472,0.242,8,1
3611,VOC2012/Annotations/2008_007305.xml,0.279,0.728,0.274,0.18666666666666668,3,4
3611,VOC2012/Annotations/2008_007305.xml,0.252,0.6866666666666666,0.132,0.04533333333333334,3,3
3611,VOC2012/Annotations/2008_007305.xml,0.418,0.7306666666666667,0.076,0.05333333333333334,3,3
3612,VOC2012/Annotations/2008_007307.xml,0.7762762762762763,0.718,0.44744744744744747,0.552,8,1
3613,VOC2012/Annotations/2008_007311.xml,0.436,0.6013333333333334,0.64,0.7973333333333333,11,2
3613,VOC2012/Annotations/2008_007311.xml,0.806,0.15466666666666667,0.388,0.304,6,1
3614,VOC2012/Annotations/2008_007312.xml,0.528,0.5493333333333333,0.544,0.288,11,1
3615,VOC2012/Annotations/2008_007313.xml,0.264,0.539039039039039,0.264,0.43543543543543545,13,0
3616,VOC2012/Annotations/2008_007314.xml,0.586,0.8546666666666667,0.088,0.09333333333333334,6,3
3616,VOC2012/Annotations/2008_007314.xml,0.341,0.8506666666666667,0.162,0.13866666666666666,6,4
3616,VOC2012/Annotations/2008_007314.xml,0.449,0.832,0.034,0.042666666666666665,6,3
3616,VOC2012/Annotations/2008_007314.xml,0.498,0.8293333333333334,0.032,0.037333333333333336,6,3
3617,VOC2012/Annotations/2008_007317.xml,0.551,0.5893333333333334,0.466,0.7733333333333333,2,2
3618,VOC2012/Annotations/2008_007319.xml,0.602,0.5666666666666667,0.796,0.8666666666666667,12,2
3618,VOC2012/Annotations/2008_007319.xml,0.659,0.6773333333333333,0.682,0.6453333333333333,12,2
3619,VOC2012/Annotations/2008_007320.xml,0.734375,0.6819852941176471,0.3229166666666667,0.5551470588235294,11,0
3619,VOC2012/Annotations/2008_007320.xml,0.32916666666666666,0.6709558823529411,0.5125,0.4522058823529412,11,1
3619,VOC2012/Annotations/2008_007320.xml,0.20208333333333334,0.25919117647058826,0.38333333333333336,0.45955882352941174,11,1
3620,VOC2012/Annotations/2008_007321.xml,0.43,0.5789473684210527,0.252,0.3441295546558704,11,0
3620,VOC2012/Annotations/2008_007321.xml,0.619,0.6194331983805668,0.15,0.30364372469635625,11,4
3620,VOC2012/Annotations/2008_007321.xml,0.897,0.2125506072874494,0.206,0.0728744939271255,6,4
3620,VOC2012/Annotations/2008_007321.xml,0.641,0.2074898785425101,0.182,0.0465587044534413,6,3
3620,VOC2012/Annotations/2008_007321.xml,0.266,0.201417004048583,0.192,0.07489878542510121,6,4
3621,VOC2012/Annotations/2008_007323.xml,0.567,0.8633720930232558,0.058,0.0872093023255814,6,3
3622,VOC2012/Annotations/2008_007324.xml,0.442,0.19733333333333333,0.292,0.2773333333333333,7,1
3622,VOC2012/Annotations/2008_007324.xml,0.438,0.25333333333333335,0.364,0.496,19,0
3623,VOC2012/Annotations/2008_007325.xml,0.828,0.5093333333333333,0.344,0.3626666666666667,13,1
3623,VOC2012/Annotations/2008_007325.xml,0.464,0.488,0.364,0.2986666666666667,13,1
3623,VOC2012/Annotations/2008_007325.xml,0.303,0.528,0.378,0.37866666666666665,13,1
3623,VOC2012/Annotations/2008_007325.xml,0.124,0.548,0.136,0.5466666666666666,14,0
3623,VOC2012/Annotations/2008_007325.xml,0.25,0.42,0.224,0.17866666666666667,14,4
3624,VOC2012/Annotations/2008_007327.xml,0.6413333333333333,0.467,0.664,0.93,7,2
3625,VOC2012/Annotations/2008_007332.xml,0.159,0.472,0.314,0.672,19,0
3626,VOC2012/Annotations/2008_007334.xml,0.24854651162790697,0.606,0.49127906976744184,0.636,16,2
3626,VOC2012/Annotations/2008_007334.xml,0.5697674418604651,0.518,0.5232558139534884,0.796,14,2
3627,VOC2012/Annotations/2008_007335.xml,0.586,0.7506666666666667,0.196,0.4186666666666667,8,0
3627,VOC2012/Annotations/2008_007335.xml,0.228,0.7653333333333333,0.212,0.4693333333333333,8,0
3627,VOC2012/Annotations/2008_007335.xml,0.288,0.8466666666666667,0.252,0.30666666666666664,8,0
3628,VOC2012/Annotations/2008_007336.xml,0.47904191616766467,0.702,0.9341317365269461,0.596,13,2
3628,VOC2012/Annotations/2008_007336.xml,0.4041916167664671,0.464,0.6706586826347305,0.772,14,2
3629,VOC2012/Annotations/2008_007339.xml,0.4578125,0.66875,0.334375,0.6208333333333333,14,0
3629,VOC2012/Annotations/2008_007339.xml,0.5453125,0.5020833333333333,0.546875,0.9958333333333333,14,2
3629,VOC2012/Annotations/2008_007339.xml,0.49375,0.5020833333333333,0.73125,0.9958333333333333,8,2
3630,VOC2012/Annotations/2008_007343.xml,0.524,0.6146666666666667,0.44,0.18933333333333333,0,1
3631,VOC2012/Annotations/2008_007344.xml,0.799,0.6493333333333333,0.266,0.5946666666666667,13,0
3631,VOC2012/Annotations/2008_007344.xml,0.279,0.5146666666666667,0.146,0.17066666666666666,11,4
3632,VOC2012/Annotations/2008_007346.xml,0.552,0.6171171171171171,0.272,0.03903903903903904,3,4
3632,VOC2012/Annotations/2008_007346.xml,0.866,0.3738738738738739,0.092,0.04504504504504504,6,3
3632,VOC2012/Annotations/2008_007346.xml,0.18,0.44294294294294295,0.076,0.03303303303303303,6,3
3633,VOC2012/Annotations/2008_007348.xml,0.616,0.7,0.176,0.184,13,4
3633,VOC2012/Annotations/2008_007348.xml,0.603,0.604,0.102,0.19466666666666665,14,4
3633,VOC2012/Annotations/2008_007348.xml,0.892,0.8693333333333333,0.1,0.2613333333333333,14,4
3633,VOC2012/Annotations/2008_007348.xml,0.951,0.7666666666666667,0.042,0.17866666666666667,14,3
3634,VOC2012/Annotations/2008_007350.xml,0.519,0.7372262773722628,0.89,0.44525547445255476,0,2
3635,VOC2012/Annotations/2008_007352.xml,0.502,0.4866666666666667,0.264,0.4613333333333333,5,0
3635,VOC2012/Annotations/2008_007352.xml,0.148,0.5813333333333334,0.24,0.09066666666666667,6,4
3635,VOC2012/Annotations/2008_007352.xml,0.73,0.6013333333333334,0.196,0.168,6,4
3636,VOC2012/Annotations/2008_007353.xml,0.498,0.5013333333333333,0.904,0.9973333333333333,7,2
3637,VOC2012/Annotations/2008_007356.xml,0.361,0.49846153846153846,0.614,0.7261538461538461,5,2
3637,VOC2012/Annotations/2008_007356.xml,0.029,0.6123076923076923,0.054,0.11692307692307692,14,3
3638,VOC2012/Annotations/2008_007357.xml,0.553,0.40718562874251496,0.258,0.11377245508982035,0,4
3639,VOC2012/Annotations/2008_007358.xml,0.496,0.576,0.56,0.5,11,1
3640,VOC2012/Annotations/2008_007361.xml,0.826,0.7466666666666667,0.04,0.096,4,3
3640,VOC2012/Annotations/2008_007361.xml,0.626,0.696,0.196,0.5813333333333334,8,0
3640,VOC2012/Annotations/2008_007361.xml,0.447,0.4706666666666667,0.058,0.17333333333333334,4,3
3640,VOC2012/Annotations/2008_007361.xml,0.153,0.20666666666666667,0.158,0.14666666666666667,19,4
3641,VOC2012/Annotations/2008_007363.xml,0.442,0.5706666666666667,0.512,0.5813333333333334,7,2
3641,VOC2012/Annotations/2008_007363.xml,0.501,0.5013333333333333,0.998,0.9973333333333333,8,2
3642,VOC2012/Annotations/2008_007364.xml,0.468,0.5186666666666667,0.764,0.7066666666666667,6,2
3642,VOC2012/Annotations/2008_007364.xml,0.125,0.28933333333333333,0.062,0.14666666666666667,15,3
3642,VOC2012/Annotations/2008_007364.xml,0.626,0.04,0.084,0.07466666666666667,15,3
3642,VOC2012/Annotations/2008_007364.xml,0.319,0.036,0.062,0.06666666666666667,15,3
3643,VOC2012/Annotations/2008_007374.xml,0.485,0.5165165165165165,0.966,0.9669669669669669,0,2
3644,VOC2012/Annotations/2008_007375.xml,0.5,0.49514563106796117,0.46,0.8284789644012945,5,2
3644,VOC2012/Annotations/2008_007375.xml,0.214,0.6731391585760518,0.096,0.11003236245954692,6,3
3644,VOC2012/Annotations/2008_007375.xml,0.741,0.7168284789644013,0.046,0.28802588996763756,14,3
3644,VOC2012/Annotations/2008_007375.xml,0.787,0.7233009708737864,0.05,0.29449838187702265,14,3
3644,VOC2012/Annotations/2008_007375.xml,0.823,0.6925566343042071,0.038,0.23300970873786409,14,3
3644,VOC2012/Annotations/2008_007375.xml,0.88,0.7038834951456311,0.056,0.24919093851132687,14,3
3644,VOC2012/Annotations/2008_007375.xml,0.921,0.7071197411003236,0.058,0.3268608414239482,14,3
3644,VOC2012/Annotations/2008_007375.xml,0.799,0.7071197411003236,0.046,0.2621359223300971,14,3
3645,VOC2012/Annotations/2008_007378.xml,0.381,0.5746666666666667,0.674,0.424,11,1
3645,VOC2012/Annotations/2008_007378.xml,0.796,0.2693333333333333,0.408,0.5333333333333333,8,0
3646,VOC2012/Annotations/2008_007382.xml,0.5013698630136987,0.6131687242798354,0.9972602739726028,0.7736625514403292,3,2
